id,scornful,downhearted,alone,angry,shaky,nervous,blue,jittery,hostile,sad,loathing,afraid
1001,1,1,1,1,1,1,1,2,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,2,1,1,1,1
1001,1,1,1,1,1,2,1,2,1,1,1,2
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,2,2,2,2,1,2,1,2
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,2,2,1,1,1,1,1,1
1001,1,1,1,1,2,2,1,2,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,2,2,1,2,1,1,1,1
1001,1,1,1,1,2,2,1,2,1,1,1,2
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,2,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,2,1,1,2,1,1,1,1
1001,1,1,1,1,1,1,1,1,1,1,1,1
1001,1,1,1,1,1,1,1,2,1,1,1,1
1001,1,1,1,1,2,1,1,2,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,2,1,1,1,1,1
1002,3,1,1,2,1,2,1,1,2,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,2,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,2,1,1,1,1,1,1,1,1,1,1,1
1002,2,1,1,1,1,1,1,1,1,1,1,1
1002,2,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,2,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,2,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,2,1,1,1,1,2,1,1,2,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,2,1,1,1,1,1,1
1002,1,1,1,1,1,2,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,2,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,2,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,2,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,3,1,1,1,1,1,2
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,2,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,2,1,1,2,1,1,1,1,2,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,2,1,1,1,1,1,1
1002,2,1,1,1,1,1,1,1,2,1,1,1
1002,2,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,2,1,1,1,1,1,1
1002,2,1,1,2,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,3,1,1,2,1,1,1,1,2,1,2,1
1002,2,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,2,1,1,1,1
1002,2,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1
1003,1,1,3,1,1,1,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1
1003,1,1,3,1,1,1,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,1,2,1,1,1
1003,1,1,1,1,1,1,1,1,1,2,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1
1003,2,2,1,1,1,1,2,1,1,2,1,2
1003,1,3,1,1,1,3,3,1,1,2,1,1
1003,1,2,1,1,1,1,1,2,1,1,2,1
1003,3,4,2,3,1,3,3,1,1,3,2,3
1003,1,1,1,1,1,1,1,1,1,1,1,1
1003,2,1,3,1,1,2,1,1,1,1,2,2
1003,1,1,2,1,1,2,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,3,1,1,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1
1003,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,3,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,3,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,3,1,1,2,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,2,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,4,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1004,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1006,1,1,1,1,1,1,1,1,1,1,1,1
1008,1,1,3,1,2,2,1,2,1,2,1,1
1008,1,1,1,1,1,1,1,1,1,1,1,1
1008,2,3,1,1,2,2,1,2,1,1,1,2
1008,2,3,1,1,1,1,2,1,1,1,1,1
1008,1,2,2,1,1,1,2,1,1,2,1,1
1008,5,5,1,5,5,5,5,5,5,5,5,5
1008,2,2,2,2,1,1,2,1,2,1,1,1
1009,1,1,1,1,1,1,1,3,1,1,1,1
1009,1,1,1,1,1,1,1,1,1,1,1,1
1009,1,1,2,1,1,1,1,1,1,1,1,2
1009,1,1,1,1,1,1,1,1,1,1,1,1
1009,1,1,1,1,1,3,1,1,1,1,1,2
1009,1,1,1,1,1,1,1,1,2,1,1,1
1009,1,1,1,1,1,1,2,1,1,1,1,1
1009,1,1,1,1,1,1,1,2,1,1,1,1
1009,1,2,2,1,1,1,2,2,1,2,1,1
1009,1,3,1,1,1,3,2,1,1,2,1,1
1009,1,1,1,1,1,2,2,1,1,1,1,1
1009,1,2,3,1,1,2,3,1,1,2,1,1
1009,1,1,1,1,1,1,1,1,1,1,1,1
1009,1,1,1,1,1,1,1,1,1,1,1,1
1009,1,1,3,3,5,1,1,1,1,1,1,1
1010,3,4,5,1,4,3,2,4,2,1,4,2
1010,1,4,2,2,1,4,3,3,1,1,1,1
1010,1,2,2,1,1,1,1,1,1,2,1,2
1010,1,1,1,1,1,1,1,1,1,1,1,1
1010,1,3,1,4,1,3,1,1,1,1,3,3
1010,1,1,1,1,4,3,1,3,1,2,3,1
1010,3,4,4,1,2,5,4,2,1,3,3,3
1010,3,3,1,2,2,3,1,3,1,3,4,1
1010,2,3,1,3,3,4,3,4,1,1,3,4
1010,3,4,1,4,1,5,1,2,1,3,2,2
1010,2,1,1,1,1,3,1,1,1,3,1,1
1010,2,3,1,1,1,3,3,1,1,1,2,1
1010,1,3,1,2,3,4,1,3,1,2,3,1
1010,1,1,1,1,2,3,1,3,1,1,1,1
1010,2,2,3,3,2,4,5,3,3,4,5,3
1010,2,1,1,1,2,5,1,3,3,3,4,4
1010,2,1,1,1,3,3,1,2,1,1,1,1
1010,1,1,1,1,2,2,2,1,1,3,1,1
1010,2,2,1,1,1,3,2,2,1,3,3,2
1010,1,1,2,1,3,1,1,1,2,3,2,3
1011,1,2,1,1,1,1,1,1,1,1,1,1
1011,1,2,1,1,1,1,1,1,1,1,1,1
1011,1,1,1,1,1,1,1,1,1,2,1,1
1011,1,1,1,1,1,1,1,1,1,1,1,1
1011,2,5,4,1,1,3,4,1,1,4,2,2
1011,1,1,1,1,1,1,1,1,1,1,1,1
1011,1,2,3,1,1,3,2,1,1,2,2,2
1011,1,1,1,1,1,1,1,1,1,1,1,1
1011,1,1,1,1,1,1,1,1,1,1,1,1
1011,1,1,2,1,1,1,1,1,1,1,1,1
1011,1,1,1,1,1,1,1,1,1,1,1,1
1011,1,1,1,1,1,1,1,1,1,2,1,1
1011,2,2,1,1,1,2,1,1,1,2,1,1
1011,1,2,1,1,1,2,2,1,1,2,2,1
1011,1,1,1,1,1,2,1,1,1,1,1,1
1011,1,1,1,1,1,1,1,1,1,1,1,1
1011,1,2,1,1,1,3,3,1,1,2,2,1
1011,1,2,2,1,1,2,2,1,1,2,2,2
1011,1,3,2,1,1,2,2,1,1,2,1,1
1012,1,1,1,1,1,1,1,2,1,1,2,1
1012,1,2,3,1,1,2,2,1,1,2,1,1
1012,1,2,3,1,1,1,2,1,1,2,1,1
1012,1,1,1,1,1,1,1,1,1,1,2,1
1012,1,2,4,1,1,1,2,1,1,2,3,1
1012,1,2,2,1,1,1,1,1,1,2,3,1
1012,1,1,1,1,1,1,1,1,1,1,3,1
1012,1,3,3,1,1,1,1,1,1,1,4,1
1013,1,1,2,1,1,1,3,1,1,1,1,1
1013,1,1,1,1,1,1,2,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1016,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,2,1,1,1,1,1,1,1,1,1
1017,1,2,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,2,1,1,1,1,1,1
1017,3,1,1,3,1,1,1,1,2,1,2,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,2,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,3,4,2,3,1,1,2,1,1,2,2,1
1017,2,1,1,1,1,1,1,1,1,2,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,2,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,2,1,1,1,1
1017,1,1,2,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1017,1,1,2,1,1,1,1,1,1,1,1,1
1017,1,1,1,1,1,1,1,1,1,1,1,1
1018,1,1,1,1,1,1,1,1,1,1,1,1
1018,1,1,1,1,1,1,1,1,1,1,1,1
1018,1,1,1,1,1,1,1,1,1,1,1,1
1018,1,1,1,1,1,1,1,1,1,1,1,1
1018,1,1,1,1,1,1,1,1,1,1,1,1
1018,1,1,1,1,2,1,1,1,1,1,1,1
1018,1,1,1,1,1,1,1,1,1,1,1,1
1018,1,1,1,1,1,1,1,1,1,1,1,1
1020,1,1,1,1,1,1,1,1,1,1,1,1
1020,1,1,1,1,1,2,1,1,1,1,1,1
1020,1,1,1,1,1,2,1,1,1,1,1,1
1020,1,1,1,1,1,1,1,1,1,1,1,1
1020,1,1,1,1,1,2,2,1,1,1,1,1
1020,1,1,1,1,1,2,2,1,1,1,1,1
1020,1,1,1,1,1,2,1,1,1,1,1,1
1020,1,1,1,1,1,1,1,1,1,1,1,1
1020,1,1,1,1,1,2,1,1,1,1,1,1
1026,2,3,1,2,1,1,2,2,3,4,2,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,2,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,2,1,1
1026,1,1,1,1,1,1,2,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,2,1,2,1,1,1,1
1026,1,2,1,1,1,1,2,1,1,2,1,1
1026,2,2,1,2,1,1,1,1,2,2,2,1
1026,2,2,1,3,2,2,2,2,1,4,2,2
1026,1,3,1,1,1,1,3,1,1,2,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,3,1,2,1,1,3,1,1,3,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,2,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,2,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,2,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1026,1,1,1,1,1,1,1,1,1,1,1,1
1030,1,1,3,3,3,3,3,3,3,3,3,3
1030,1,1,1,1,1,1,1,1,1,1,1,1
1030,1,1,1,1,1,1,1,2,1,1,1,2
1030,1,1,1,1,1,1,1,1,1,1,1,1
1030,1,1,1,1,1,2,1,2,1,1,1,1
1030,1,1,1,1,1,1,1,1,1,1,1,1
1030,1,1,1,2,1,2,2,1,1,2,1,1
1030,1,1,1,1,1,1,1,1,1,1,1,1
1030,1,1,1,1,1,1,1,1,1,1,1,1
1030,1,1,1,1,1,1,1,1,1,1,1,1
1030,1,1,1,1,1,2,1,1,1,1,1,1
1032,1,1,1,1,1,1,1,1,1,1,1,1
1032,1,1,1,1,1,1,1,1,1,1,1,1
1032,1,1,1,1,1,1,1,1,1,1,1,1
1032,1,1,1,1,1,1,1,1,1,1,1,1
1032,1,1,1,1,1,1,1,1,1,1,1,1
1033,1,1,2,1,1,1,1,1,1,1,1,1
1033,1,1,1,1,1,1,1,1,1,1,1,1
1033,1,1,1,1,1,1,1,1,1,1,1,1
1033,1,1,1,1,1,1,1,1,1,1,1,1
1033,1,1,1,1,1,1,1,1,1,1,1,1
1033,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,2,1,1,1,1
1037,1,1,1,1,1,1,1,2,1,1,1,1
1037,1,1,1,1,1,1,1,3,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,3,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,3,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,3,1,1
1037,1,1,1,1,1,1,1,2,1,1,1,1
1037,1,1,1,1,1,1,1,1,1,1,1,1
1037,1,1,1,2,1,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1,2,1,1,1,1
1037,1,1,1,1,1,1,1,2,1,1,1,1
1037,1,1,1,1,1,1,1,2,1,1,1,1
1037,1,1,1,1,1,2,1,1,1,1,1,1
1038,1,1,1,1,1,1,1,1,1,1,1,1
1038,2,1,1,1,1,1,1,3,1,1,1,1
1038,1,1,1,1,1,1,1,1,1,1,1,1
1038,1,1,1,1,1,1,1,2,1,1,1,1
1038,1,1,1,1,1,1,1,2,1,1,1,1
1038,1,1,1,1,1,1,1,1,1,1,1,1
1038,1,1,1,1,1,1,1,2,1,1,1,1
1038,1,1,1,1,1,1,1,2,1,1,1,1
1039,1,1,1,1,1,1,1,1,1,1,1,1
1039,1,1,1,1,1,1,1,1,1,1,1,1
1039,1,1,1,1,2,1,1,3,1,1,1,1
1039,1,1,1,1,3,1,1,2,1,1,3,1
1040,1,2,3,1,5,1,1,1,1,1,1,1
1040,1,2,4,1,3,1,2,1,1,3,1,1
1040,1,2,3,1,3,4,4,3,1,4,1,1
1040,1,1,1,1,3,1,1,1,1,1,1,1
1040,1,2,4,2,3,4,4,2,2,3,2,3
1040,1,1,1,1,1,1,1,1,1,1,1,1
1040,1,1,1,1,1,1,1,1,1,1,1,1
1040,1,1,1,1,1,1,1,1,1,1,1,1
1044,1,1,1,1,1,1,1,1,1,1,1,1
